UniProtID	GO_ID	GO_Name	GO_Aspect
A8IZJ9	GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity	molecular_function
A8IZJ9	GO:0140833	RNA polymerase II CTD heptapeptide repeat Y1 kinase activity	molecular_function
A8IZJ9	GO:0140834	RNA polymerase II CTD heptapeptide repeat S2 kinase activity	molecular_function
A8IZJ9	GO:0140835	RNA polymerase II CTD heptapeptide repeat T4 kinase activity	molecular_function
A8IZJ9	GO:0140836	RNA polymerase II CTD heptapeptide repeat S5 kinase activity	molecular_function
A8IZJ9	GO:0140837	RNA polymerase II CTD heptapeptide repeat S7 kinase activity	molecular_function
A8IZJ9	GO:0045944	positive regulation of transcription by RNA polymerase II	biological_process
A8IZJ9	GO:0051726	regulation of cell cycle	biological_process
A8IZJ9	GO:0005634	nucleus	cellular_component
A8IZJ9	GO:0005737	cytoplasm	cellular_component
A8IZJ9	GO:0005675	transcription factor TFIIH holo complex	cellular_component
A8IZJ9	GO:0070985	transcription factor TFIIK complex	cellular_component
A8IZJ9	GO:0070985	transcription factor TFIIK complex	cellular_component
A8IZJ9	GO:0004674	protein serine/threonine kinase activity	molecular_function
A8IZJ9	GO:0004693	cyclin-dependent protein serine/threonine kinase activity	molecular_function
A8IZJ9	GO:0005524	ATP binding	molecular_function
A8IZJ9	GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity	molecular_function
A8IZJ9	GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity	molecular_function
A8IZJ9	GO:0140833	RNA polymerase II CTD heptapeptide repeat Y1 kinase activity	molecular_function
A8IZJ9	GO:0140834	RNA polymerase II CTD heptapeptide repeat S2 kinase activity	molecular_function
A8IZJ9	GO:0140835	RNA polymerase II CTD heptapeptide repeat T4 kinase activity	molecular_function
A8IZJ9	GO:0140836	RNA polymerase II CTD heptapeptide repeat S5 kinase activity	molecular_function
A8IZJ9	GO:0140837	RNA polymerase II CTD heptapeptide repeat S7 kinase activity	molecular_function
A8IZJ9	GO:0045944	positive regulation of transcription by RNA polymerase II	biological_process
A8IZJ9	GO:0051726	regulation of cell cycle	biological_process
A8IZJ9	GO:0005634	nucleus	cellular_component
A8IZJ9	GO:0005737	cytoplasm	cellular_component
A8IZJ9	GO:0005675	transcription factor TFIIH holo complex	cellular_component
A8IZJ9	GO:0070985	transcription factor TFIIK complex	cellular_component
A8IZJ9	GO:0070985	transcription factor TFIIK complex	cellular_component
A0A2K3DFU4	GO:0005509	calcium ion binding	molecular_function
A0A2K3DFU4	GO:0046872	metal ion binding	molecular_function
A0A2K3DFU4	GO:0048306	calcium-dependent protein binding	molecular_function
A0A2K3DFU4	GO:0005737	cytoplasm	cellular_component
A0A2K3DD68	GO:0015112	nitrate transmembrane transporter activity	molecular_function
A0A2K3DD68	GO:0015113	nitrite transmembrane transporter activity	molecular_function
A0A2K3DD68	GO:0015706	nitrate transmembrane transport	biological_process
A0A2K3DD68	GO:0015707	nitrite transport	biological_process
A0A2K3DD68	GO:0042128	nitrate assimilation	biological_process
A0A2K3DD68	GO:0016020	membrane	cellular_component
A8J0I0	GO:0003723	RNA binding	molecular_function
A8J0I0	GO:0003735	structural constituent of ribosome	molecular_function
A8J0I0	GO:0003735	structural constituent of ribosome	molecular_function
A8J0I0	GO:0006412	translation	biological_process
A8J0I0	GO:0005840	ribosome	cellular_component
A8J0I0	GO:0022625	cytosolic large ribosomal subunit	cellular_component
A8J0I0	GO:1990904	ribonucleoprotein complex	cellular_component
A0A2K3DFE4	GO:0004197	cysteine-type endopeptidase activity	molecular_function
A0A2K3DFE4	GO:0008234	cysteine-type peptidase activity	molecular_function
A0A2K3DFE4	GO:0006508	proteolysis	biological_process
A0A2K3DFE4	GO:0051603	proteolysis involved in protein catabolic process	biological_process
A0A2K3DFE4	GO:0005615	extracellular space	cellular_component
A0A2K3DFE4	GO:0005764	lysosome	cellular_component
A8J146	GO:0005093	Rab GDP-dissociation inhibitor activity	molecular_function
A8J146	GO:0005093	Rab GDP-dissociation inhibitor activity	molecular_function
A8J146	GO:0007264	small GTPase-mediated signal transduction	biological_process
A8J146	GO:0015031	protein transport	biological_process
A8J146	GO:0016192	vesicle-mediated transport	biological_process
A8J146	GO:0005829	cytosol	cellular_component
Q5CB51	GO:0008168	methyltransferase activity	molecular_function
Q5CB51	GO:0008168	methyltransferase activity	molecular_function
Q5CB51	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular_function
Q5CB51	GO:0050342	tocopherol C-methyltransferase activity	molecular_function
Q5CB51	GO:0032259	methylation	biological_process
A0A2K3DF99	GO:0034513	box H/ACA snoRNA binding	molecular_function
A0A2K3DF99	GO:0000454	snoRNA guided rRNA pseudouridine synthesis	biological_process
A0A2K3DF99	GO:0031429	box H/ACA snoRNP complex	cellular_component
A0A2K3DCV0	GO:0004672	protein kinase activity	molecular_function
A0A2K3DCV0	GO:0004713	protein tyrosine kinase activity	molecular_function
A0A2K3DCV0	GO:0005524	ATP binding	molecular_function
A0A2K3DCV0	GO:0005886	plasma membrane	cellular_component
A0A2K3DCV0	GO:0016020	membrane	cellular_component
A0A2K3DCW2	GO:0004672	protein kinase activity	molecular_function
A0A2K3DCW2	GO:0005524	ATP binding	molecular_function
A0A2K3DCW2	GO:0016020	membrane	cellular_component
A0A2K3DCU9	GO:0004672	protein kinase activity	molecular_function
A0A2K3DCU9	GO:0005524	ATP binding	molecular_function
A0A2K3DCU9	GO:0016020	membrane	cellular_component
A0A2K3DDV0	GO:0016020	membrane	cellular_component
A0A2K3DEF1	GO:0004385	guanylate kinase activity	molecular_function
A0A2K3DEF1	GO:0004385	guanylate kinase activity	molecular_function
A0A2K3DEF1	GO:0005524	ATP binding	molecular_function
A0A2K3DEF1	GO:0016301	kinase activity	molecular_function
A0A2K3DEF1	GO:0006163	purine nucleotide metabolic process	biological_process
A0A2K3DEF1	GO:0046037	GMP metabolic process	biological_process
A0A2K3DEF1	GO:0046710	GDP metabolic process	biological_process
A0A2K3DEF1	GO:0005829	cytosol	cellular_component
A0A2K3DDY0	GO:0016020	membrane	cellular_component
A0A2K3DDY0	GO:0009527	plastid outer membrane	cellular_component
A0A2K3DDY0	GO:0009707	chloroplast outer membrane	cellular_component
A0A2K3DDY0	GO:0019867	outer membrane	cellular_component
A8J7U2	GO:0016491	oxidoreductase activity	molecular_function
A8J7U2	GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	molecular_function
A8J7U2	GO:0005576	extracellular region	cellular_component
A8IZH9	GO:0099402	plant organ development	biological_process
A8IZH9	GO:0009507	chloroplast	cellular_component
A8IZH9	GO:0016020	membrane	cellular_component
A0A2K3DDM9	GO:0004672	protein kinase activity	molecular_function
A0A2K3DDM9	GO:0004672	protein kinase activity	molecular_function
A0A2K3DDM9	GO:0005524	ATP binding	molecular_function
A0A2K3DDM9	GO:0007165	signal transduction	biological_process
A0A2K3DDM9	GO:0005737	cytoplasm	cellular_component
A8J173	GO:0004073	aspartate-semialdehyde dehydrogenase activity	molecular_function
A8J173	GO:0046983	protein dimerization activity	molecular_function
A8J173	GO:0050661	NADP binding	molecular_function
A8J173	GO:0051287	NAD binding	molecular_function
A8J173	GO:0009085	lysine biosynthetic process	biological_process
A8J173	GO:0009086	methionine biosynthetic process	biological_process
A8J173	GO:0009088	threonine biosynthetic process	biological_process
A8J173	GO:0009089	lysine biosynthetic process via diaminopimelate	biological_process
A8J173	GO:0009097	isoleucine biosynthetic process	biological_process
A8J173	GO:0019877	diaminopimelate biosynthetic process	biological_process
A0A2K3DCM1	GO:0005247	voltage-gated chloride channel activity	molecular_function
A0A2K3DCM1	GO:0015108	chloride transmembrane transporter activity	molecular_function
A0A2K3DCM1	GO:0015108	chloride transmembrane transporter activity	molecular_function
A0A2K3DCM1	GO:0006811	monoatomic ion transport	biological_process
A0A2K3DCM1	GO:0006821	chloride transport	biological_process
A0A2K3DCM1	GO:0055085	transmembrane transport	biological_process
A0A2K3DCM1	GO:1902476	chloride transmembrane transport	biological_process
A0A2K3DCM1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
A0A2K3DCM1	GO:0016020	membrane	cellular_component
A0A2K3DF10	GO:0005524	ATP binding	molecular_function
A0A2K3DF10	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DF10	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DF10	GO:0042273	ribosomal large subunit biogenesis	biological_process
A0A2K3DF10	GO:0005737	cytoplasm	cellular_component
A0A2K3DCR7	GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	molecular_function
A0A2K3DCR7	GO:0009231	riboflavin biosynthetic process	biological_process
A0A2K3DDK5	GO:0004672	protein kinase activity	molecular_function
A0A2K3DDK5	GO:0004713	protein tyrosine kinase activity	molecular_function
A0A2K3DDK5	GO:0005524	ATP binding	molecular_function
A0A2K3DDK5	GO:0005886	plasma membrane	cellular_component
A8IZM3	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	biological_process
A8IZM3	GO:0042147	retrograde transport, endosome to Golgi	biological_process
A8IZM3	GO:0000139	Golgi membrane	cellular_component
A8IZM3	GO:0005737	cytoplasm	cellular_component
A8IZM3	GO:0005794	Golgi apparatus	cellular_component
A8IZM3	GO:0005829	cytosol	cellular_component
A8IZM3	GO:0012505	endomembrane system	cellular_component
A8IZM3	GO:0016020	membrane	cellular_component
A8IZM3	GO:0043231	intracellular membrane-bounded organelle	cellular_component
A0A2K3DEJ4	GO:0010436	carotenoid dioxygenase activity	molecular_function
A0A2K3DEJ4	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function
A0A2K3DEJ4	GO:0046872	metal ion binding	molecular_function
A0A2K3DEJ4	GO:0016121	carotene catabolic process	biological_process
A0A2K3DEH2	GO:0010564	regulation of cell cycle process	biological_process
A0A2K3DEH2	GO:0005815	microtubule organizing center	cellular_component
A0A2K3DEP5	GO:0004497	monooxygenase activity	molecular_function
A0A2K3DEP5	GO:0005506	iron ion binding	molecular_function
A0A2K3DEP5	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function
A0A2K3DEP5	GO:0020037	heme binding	molecular_function
A0A2K3DEP5	GO:0046872	metal ion binding	molecular_function
A8J4L5	GO:0008270	zinc ion binding	molecular_function
A0A2K3DG01	GO:0016740	transferase activity	molecular_function
A0A2K3DFE2	GO:0016746	acyltransferase activity	molecular_function
A0A2K3DFE2	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	molecular_function
Q50H72	GO:0003677	DNA binding	molecular_function
Q50H72	GO:0008270	zinc ion binding	molecular_function
Q50H72	GO:0005634	nucleus	cellular_component
A0A2K3DFK1	GO:0005388	P-type calcium transporter activity	molecular_function
A0A2K3DFK1	GO:0005524	ATP binding	molecular_function
A0A2K3DFK1	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DFK1	GO:0070588	calcium ion transmembrane transport	biological_process
A0A2K3DFK1	GO:0005886	plasma membrane	cellular_component
A0A2K3DFK1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
A0A2K3DFK1	GO:0005886	plasma membrane	cellular_component
A0A2K3DFK1	GO:0016020	membrane	cellular_component
A8J810	GO:0003729	mRNA binding	molecular_function
A8J810	GO:0003735	structural constituent of ribosome	molecular_function
A8J810	GO:0003735	structural constituent of ribosome	molecular_function
A8J810	GO:0006412	translation	biological_process
A8J810	GO:0017148	negative regulation of translation	biological_process
A8J810	GO:0005840	ribosome	cellular_component
A8J810	GO:0005840	ribosome	cellular_component
A8J810	GO:0005762	mitochondrial large ribosomal subunit	cellular_component
A8J810	GO:1990904	ribonucleoprotein complex	cellular_component
A0A2K3DCH9	GO:0016020	membrane	cellular_component
A0A2K3DEU5	GO:0004497	monooxygenase activity	molecular_function
A0A2K3DEU5	GO:0005506	iron ion binding	molecular_function
A0A2K3DEU5	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function
A0A2K3DEU5	GO:0020037	heme binding	molecular_function
A0A2K3DEU5	GO:0046872	metal ion binding	molecular_function
A0A2K3DEU5	GO:0016020	membrane	cellular_component
A0A2K3DEU5	GO:0004497	monooxygenase activity	molecular_function
A0A2K3DEU5	GO:0005506	iron ion binding	molecular_function
A0A2K3DEU5	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function
A0A2K3DEU5	GO:0020037	heme binding	molecular_function
A0A2K3DEU5	GO:0046872	metal ion binding	molecular_function
A0A2K3DEU5	GO:0016020	membrane	cellular_component
A8J1F9	GO:0003677	DNA binding	molecular_function
A8J1F9	GO:0008270	zinc ion binding	molecular_function
A8J0G3	GO:0005096	GTPase activator activity	molecular_function
A0A2K3DEV4	GO:0009881	photoreceptor activity	molecular_function
A0A2K3DEV4	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DEV4	GO:0016020	membrane	cellular_component
A0A2K3DEV2	GO:0009881	photoreceptor activity	molecular_function
A0A2K3DEV2	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DEV2	GO:0016020	membrane	cellular_component
A0A2K3DDT8	GO:0022857	transmembrane transporter activity	molecular_function
A0A2K3DDT8	GO:0055085	transmembrane transport	biological_process
A0A2K3DDT8	GO:0016020	membrane	cellular_component
A0A2K3DEN6	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DEN6	GO:0004676	3-phosphoinositide-dependent protein kinase activity	molecular_function
A0A2K3DEN6	GO:0004677	DNA-dependent protein kinase activity	molecular_function
A0A2K3DEN6	GO:0004679	AMP-activated protein kinase activity	molecular_function
A0A2K3DEN6	GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function
A0A2K3DEN6	GO:0004711	ribosomal protein S6 kinase activity	molecular_function
A0A2K3DEN6	GO:0035175	histone H3S10 kinase activity	molecular_function
A0A2K3DEN6	GO:0035402	histone H3T11 kinase activity	molecular_function
A0A2K3DEN6	GO:0035403	histone H3T6 kinase activity	molecular_function
A0A2K3DEN6	GO:0035979	histone H2AXS139 kinase activity	molecular_function
A0A2K3DEN6	GO:0044022	histone H3S28 kinase activity	molecular_function
A0A2K3DEN6	GO:0044023	histone H4S1 kinase activity	molecular_function
A0A2K3DEN6	GO:0044024	histone H2AS1 kinase activity	molecular_function
A0A2K3DEN6	GO:0044025	histone H2BS14 kinase activity	molecular_function
A0A2K3DEN6	GO:0072354	histone H3T3 kinase activity	molecular_function
A0A2K3DEN6	GO:0072371	histone H2AS121 kinase activity	molecular_function
A0A2K3DEN6	GO:0072518	Rho-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3DEN6	GO:0140823	histone H2BS36 kinase activity	molecular_function
A0A2K3DEN6	GO:0140855	histone H3S57 kinase activity	molecular_function
A0A2K3DEN6	GO:0140857	histone H3T45 kinase activity	molecular_function
A0A2K3DEN6	GO:1990244	histone H2AT120 kinase activity	molecular_function
A0A2K3DEN6	GO:0006338	chromatin remodeling	biological_process
A0A2K3DEN6	GO:0005634	nucleus	cellular_component
A0A2K3DEN6	GO:0005634	nucleus	cellular_component
A0A2K3DFH0	GO:0005634	nucleus	cellular_component
A0A2K3DFV6	GO:0004672	protein kinase activity	molecular_function
A0A2K3DFV6	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DFV6	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DFV6	GO:0005524	ATP binding	molecular_function
A0A2K3DFV6	GO:0007165	signal transduction	biological_process
A0A2K3DFV6	GO:0016020	membrane	cellular_component
A8J1K0	GO:0046961	proton-transporting ATPase activity, rotational mechanism	molecular_function
A8J1K0	GO:0051117	ATPase binding	molecular_function
A8J1K0	GO:0007035	vacuolar acidification	biological_process
A8J1K0	GO:1902600	proton transmembrane transport	biological_process
A8J1K0	GO:0016020	membrane	cellular_component
A8J1K0	GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	cellular_component
A8J1K0	GO:0016471	vacuolar proton-transporting V-type ATPase complex	cellular_component
A8J175	GO:0016757	glycosyltransferase activity	molecular_function
A8J175	GO:0016020	membrane	cellular_component
A0A2K3DCH3	GO:0003677	DNA binding	molecular_function
A0A2K3DCH3	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DCH3	GO:0005634	nucleus	cellular_component
A0A2K3DCH3	GO:0016020	membrane	cellular_component
A0A2K3DCZ0	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3DCZ0	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	molecular_function
O65000	GO:0009916	alternative oxidase activity	molecular_function
O65000	GO:0009916	alternative oxidase activity	molecular_function
O65000	GO:0016491	oxidoreductase activity	molecular_function
O65000	GO:0046872	metal ion binding	molecular_function
O65000	GO:0102721	ubiquinol:oxygen oxidoreductase activity	molecular_function
O65000	GO:0106292	superoxide-generating NADPH oxidase activity	molecular_function
O65000	GO:0010230	alternative respiration	biological_process
